RatID,DOB,Sex,Origin,Batch,DATE,AgeInDays,MeasuredBy,OD1,OD2,OD3,OS1,OS2,OS3,Note
00077E90EA,2015-04-10,F,UTHSC,2,2015-06-09,60,TW,13,13,13,10,10,10,
00077E9969,2015-04-10,M,UTHSC,2,2015-06-09,60,TW,16,15,16,15,14,14,
00077EAB4C,2015-04-21,M,UTHSC,2,2015-06-09,49,TW,11,10,13,7,7,8,
00077EAF43,2015-04-21,M,UTHSC,2,2015-06-09,49,TW,18,17,20,18,16,18,
00077E66DF,2015-01-08,M,MCW,2,2015-06-17,160,TW,24,23,22,25,24,26,
00077EA315,2015-01-11,M,MCW,2,2015-06-17,157,TW,19,19,18,17,18,19,
00077EA854,2015-01-12,M,MCW,2,2015-06-17,156,TW,25,28,27,29,26,25,
00077EA898,2015-04-21,M,UTHSC,2,2015-06-17,57,TW,27,26,28,26,23,26,
00077EAE42,2015-04-21,F,UTHSC,2,2015-06-17,57,TW,18,19,19,13,14,17,
00077EAE6F,2015-04-21,F,UTHSC,2,2015-06-17,57,TW,15,15,16,15,14,16,
00077EAE86,2015-04-21,F,UTHSC,2,2015-06-17,57,TW,15,15,14,19,20,18,
00077EA871,2015-04-21,M,UTHSC,2,2015-06-19,59,TW,10,10,10,12,12,11,
00077EADF0,2015-04-21,M,UTHSC,2,2015-06-19,59,TW,12,13,13,13,12,11,
00077E75D9,2015-04-21,M,UTHSC,2,2015-06-22,62,TW,11,11,11,12,14,13,
00077EAEDE,2015-04-24,F,UTHSC,2,2015-06-22,59,TW,12,13,12,12,11,12,
00078A0981,2015-04-23,F,UTHSC,2,2015-06-22,60,TW,10,10,10,12,10,10,
00078A0A81,2015-04-23,F,UTHSC,2,2015-06-22,60,TW,18,16,16,16,16,17,
00078A0AED,2015-04-23,M,UTHSC,2,2015-06-22,60,TW,10,9,10,10,10,10,
00078A0FB7,2015-04-23,M,UTHSC,2,2015-06-22,60,TW,10,10,10,10,10,10,
00078A0FD0,2015-04-23,M,UTHSC,2,2015-06-22,60,TW,13,13,14,10,10,10,
00078A1065,2015-04-24,M,UTHSC,2,2015-06-22,59,TW,10,11,11,12,12,11,
00078A1083,2015-04-24,F,UTHSC,2,2015-06-22,59,TW,10,10,10,12,11,11,
00078A1168,2015-04-23,M,UTHSC,2,2015-06-22,60,TW,19,18,20,13,13,12,
00078A11D9,2015-04-23,F,UTHSC,2,2015-06-22,60,TW,11,10,11,15,15,15,
00078A17AA,2015-04-24,M,UTHSC,2,2015-06-22,59,TW,11,11,11,11,12,9,
00078A22EF,2015-04-23,F,UTHSC,2,2015-06-22,60,TW,12,12,13,13,12,14,
00078A23FA,2015-04-23,F,UTHSC,2,2015-06-22,60,TW,11,10,10,10,10,9,
00078A24FA,2015-04-23,F,UTHSC,2,2015-06-22,60,TW,11,12,10,10,11,10,
00077E674D,2015-01-11,F,MCW,2,2015-06-24,164,TW,10,10,10,11,10,10,
00077E9FF3,2015-01-07,F,MCW,2,2015-06-24,168,TW,17,17,17,14,14,14,
00077EA14C,2015-01-05,F,MCW,2,2015-06-24,170,TW,12,12,11,13,13,14,
00077EA227,2015-01-04,F,MCW,2,2015-06-24,171,TW,14,15,16,22,20,22,
00077EA64C,2015-01-11,M,MCW,2,2015-06-24,164,TW,12,12,11,11,11,12,
00077EAC4F,2015-01-09,F,MCW,2,2015-06-24,166,TW,13,13,14,14,14,14,
00077EACB9,2015-01-09,F,MCW,2,2015-06-24,166,TW,10,10,10,10,10,10,
00077EAD10,2015-01-06,F,MCW,2,2015-06-24,169,TW,12,13,13,10,10,10,
00077EAD61,2015-01-09,F,MCW,2,2015-06-24,166,TW,12,14,13,18,19,20,
00077EAFE9,2015-01-11,F,MCW,2,2015-06-24,164,TW,10,10,10,10,10,10,
00078A0FE1,2015-04-23,M,UTHSC,2,2015-06-24,62,TW,10,11,13,16,18,17,
00078A1014,2015-04-24,F,UTHSC,2,2015-06-24,61,TW,10,10,13,12,11,12,
00078A251E,2015-04-24,M,UTHSC,2,2015-06-24,61,TW,13,12,12,12,12,10,
00078A042E,2015-05-05,M,UTHSC,2,2015-07-06,62,TW,11,10,10,10,10,10,
00078A07C5,2015-05-08,F,UTHSC,2,2015-07-06,59,TW,13,15,13,15,14,14,
00078A0887,2015-05-08,M,UTHSC,2,2015-07-06,59,TW,11,10,10,10,12,13,
00078A0A00,2015-05-05,F,UTHSC,2,2015-07-06,62,TW,12,11,10,13,12,13,
00078A1594,2015-05-05,F,UTHSC,2,2015-07-06,62,TW,11,12,13,10,10,10,
00078A17E1,2015-05-07,M,UTHSC,2,2015-07-06,60,TW,11,13,11,11,11,10,
00078A2439,2015-05-05,M,UTHSC,2,2015-07-06,62,TW,13,14,15,15,13,14,
00078A24CA,2015-05-08,F,UTHSC,2,2015-07-06,59,TW,10,12,10,13,12,10,
00078A251B,2015-05-08,M,UTHSC,2,2015-07-06,59,TW,10,10,10,10,10,10,
00078A254C,2015-05-08,F,UTHSC,2,2015-07-06,59,TW,15,14,15,12,12,13,
00078A260C,2015-05-05,F,UTHSC,2,2015-07-06,62,TW,12,12,12,12,12,11,
00078A261D,2015-05-05,F,UTHSC,2,2015-07-06,62,TW,9,9,10,12,12,13,
00078A264D,2015-05-05,F,UTHSC,2,2015-07-06,62,TW,10,10,10,10,10,10,
00077EAACB,2015-01-05,F,MCW,2,2015-07-08,184,TW,12,11,13,13,14,13,
00077EAACC,2015-01-08,F,MCW,2,2015-07-08,181,TW,25,25,25,23,22,21,
00077EAB34,2015-01-06,F,MCW,2,2015-07-08,183,TW,13,13,16,14,12,11,
00078A015A,2015-05-07,F,UTHSC,2,2015-07-08,62,TW,10,10,12,9,9,8,
00078A072B,2015-05-05,M,UTHSC,2,2015-07-08,64,TW,11,9,10,14,11,12,
00078A07EC,2015-05-05,F,UTHSC,2,2015-07-08,64,TW,11,11,9,9,10,10,
00078A1A77,2015-05-07,M,UTHSC,2,2015-07-08,62,TW,10,8,10,11,10,10,
00078A22B5,2015-05-05,M,UTHSC,2,2015-07-08,64,TW,11,11,10,7,9,10,
00078A23B1,2015-05-08,M,UTHSC,2,2015-07-08,61,TW,11,12,12,17,16,17,
00078A0253,2015-05-07,F,UTHSC,2,2015-07-10,64,TW,16,18,17,14,13,12,
00078A07BB,2015-05-08,M,UTHSC,2,2015-07-10,63,TW,10,10,10,9,9,8,
00078A0F5E,2015-05-05,M,UTHSC,2,2015-07-10,66,TW,9,8,8,11,10,10,
00078A1A6F,2015-05-08,F,UTHSC,2,2015-07-10,63,TW,10,8,8,10,10,10,
00078A23F4,2015-05-05,M,UTHSC,2,2015-07-10,66,TW,14,14,14,12,10,10,
00077EABA2,2015-01-12,M,MCW,2,2015-06-17,156,TW,25,23,22,30,31,33,
00077E78C5,2015-01-03,F,MCW,2,2015-05-18,135,TW,24,23,22,33,33,30,
00077E9EE5,2015-01-04,M,MCW,2,2015-05-18,134,TW,30,30,27,27,28,29,
00077EA8D5,2015-01-05,F,MCW,2,2015-05-18,133,TW,24,24,25,29,30,30,
00077E7851,2014-12-29,M,UTHSC,1,2015-03-17,78,TW,11,12,12,10,10.5,10,
00077E6787,2015-04-07,M,MCW,3,2015-07-29,113,TW,10,10,11,11,12,10,
00077EA882,2015-04-07,M,MCW,3,2015-07-29,113,TW,10,11,9,10,10,11,
00077EA932,2015-04-05,F,MCW,3,2015-07-29,115,TW,10,10,10,12,12,12,
00077EA9BD,2015-04-05,F,MCW,3,2015-07-29,115,TW,13,13,14,13,14,13,
00077E66F2,2015-04-13,F,MCW,3,2015-08-12,121,TW,10,10,10,10,10,11,
00077E6707,2015-04-13,M,MCW,3,2015-08-12,121,TW,23,26,26,28,29,30,
00077EA8B1,2015-04-13,F,MCW,3,2015-08-12,121,TW,15,15,14,9,10,11,
00077EA94C,2015-04-09,M,MCW,3,2015-08-12,125,TW,22,22,21,17,18,17,
00077EAA79,2015-04-13,F,MCW,3,2015-08-12,121,TW,13,11,10,10,9,10,
00077EA9CE,2015-04-13,M,MCW,3,2015-08-16,125,TW,14,13,13,10,10,11,
00077EAC99,2015-04-07,M,MCW,3,2015-08-16,131,TW,14,14,13,10,10,12,
00077EAF3C,2015-04-09,M,MCW,3,2015-08-16,129,TW,11,11,10,10,10,11,
00077E685B,2015-04-09,M,MCW,3,2015-08-18,131,TW,12,12,12,13,12,13,
00077EA8C7,2015-04-11,M,MCW,3,2015-08-18,129,TW,16,15,15,13,13,13,
00077EA908,2015-04-11,F,MCW,3,2015-08-18,129,TW,13,14,14,16,16,17,
00077EA97B,2015-04-13,F,MCW,3,2015-08-18,127,TW,10,10,10,16,16,17,
00077EA9C3,2015-04-07,F,MCW,3,2015-08-18,133,TW,19,22,23,20,20,18,Pregnant
00077EAB7E,2015-04-04,F,MCW,3,2015-08-18,136,TW,15,16,13,12,13,13,
00078A0173,2015-07-03,M,UTHSC,2,2015-08-29,57,TW,12,13,13,13,13,14,
00078A0195,2015-07-03,F,UTHSC,2,2015-08-29,57,TW,13,14,15,12,13,13,
00078A01E8,2015-07-03,F,UTHSC,2,2015-08-29,57,TW,11,10,11,10,9,10,
00077E65C4,2015-04-13,M,MCW,3,2015-08-03,112,TW,12,11,10,12,12,12,
00077EA8A2,2015-04-12,M,MCW,3,2015-08-03,113,TW,15,15,14,14,14,14,new Tonopen
00077EAFC2,2015-04-07,M,MCW,3,2015-08-03,118,TW,12,13,13,11,10,12,
00077E6652,2015-04-13,M,MCW,3,2015-08-31,140,TW,16,16,15,17,16,16,
00077E680C,2015-04-05,M,MCW,3,2015-08-31,148,TW,21,22,23,20,19,19,
00077E689A,2015-04-13,M,MCW,3,2015-08-31,140,TW,20,20,19,19,19,21,
00077E68A3,2015-04-11,M,MCW,3,2015-08-31,142,TW,17,17,16,16,16,16,
00077EA002,2015-04-06,M,MCW,3,2015-08-31,147,TW,10,10,11,14,13,14,
00077EA413,2015-04-11,M,MCW,3,2015-08-31,142,TW,13,13,11,11,11,13,
00077EA93E,2015-04-04,M,MCW,3,2015-08-31,149,TW,20,21,22,17,18,18,
00077EA89B,2015-04-13,F,MCW,3,2015-09-10,150,TW,15,15,15,13,14,14,
00077EABC6,2015-04-06,F,MCW,3,2015-09-10,157,TW,12,12,11,11,10,10,
00077EAF85,2015-04-04,F,MCW,3,2015-09-10,159,TW,12,11,10,15,16,16,
000789FF6C,2015-07-10,F,UTHSC,3,2015-09-10,62,TW,9,9,9,10,11,10,
00078A00D4,2015-07-10,F,UTHSC,3,2015-09-10,62,TW,10,10,10,14,15,14,
00078A014B,2015-07-08,F,UTHSC,3,2015-09-10,64,TW,13,14,15,13,12,12,
00078A017A,2015-07-07,F,UTHSC,3,2015-09-10,65,TW,13,13,14,11,11,11,
00078A019B,2015-07-08,M,UTHSC,3,2015-09-10,64,TW,14,13,12,10,10,10,
00078A01EA,2015-07-10,M,UTHSC,3,2015-09-10,62,TW,12,12,13,15,14,15,
00078A0217,2015-07-10,F,UTHSC,3,2015-09-10,62,TW,12,13,14,15,15,16,
00078A0286,2015-07-08,M,UTHSC,3,2015-09-10,64,TW,10,11,11,10,10,10,
00078A0287,2015-07-10,M,UTHSC,3,2015-09-10,62,TW,9,9,10,9,10,10,
00078A0296,2015-07-10,M,UTHSC,3,2015-09-10,62,TW,11,10,11,10,10,10,
00078A02CC,2015-07-07,F,UTHSC,3,2015-09-10,65,TW,17,16,15,15,15,15,
00078A02F3,2015-07-07,M,UTHSC,3,2015-09-10,65,TW,13,14,14,14,14,14,
00078A16DE,2015-07-08,F,UTHSC,3,2015-09-10,64,TW,10,10,10,12,11,13,
00078A16EA,2015-07-10,M,UTHSC,3,2015-09-10,62,TW,16,15,16,12,13,13,
00078A17CB,2015-07-10,F,UTHSC,3,2015-09-10,62,TW,14,14,14,10,12,11,
00078A1813,2015-07-07,M,UTHSC,3,2015-09-10,65,TW,15,15,16,16,16,16,
00078A187E,2015-07-10,M,UTHSC,3,2015-09-10,62,TW,17,17,18,21,21,22,
00078A19A4,2015-07-10,M,UTHSC,3,2015-09-10,62,TW,10,11,11,15,16,16,
00078A1A67,2015-07-10,F,UTHSC,3,2015-09-10,62,TW,12,12,11,11,11,10,
00078A1A6C,2015-07-10,F,UTHSC,3,2015-09-10,62,TW,12,11,12,12,11,12,
00077EA8BF,2015-04-05,M,MCW,3,2015-09-17,165,TW,25,26,25,21,20,19,
00077EA902,2015-04-07,M,MCW,3,2015-09-17,163,TW,19,18,19,19,18,20,
00077EA90F,2015-04-06,M,MCW,3,2015-09-17,164,TW,15,16,14,19,18,20,
00077EAA72,2015-04-13,M,MCW,3,2015-09-17,157,TW,22,23,23,21,22,22,
00077EABC7,2015-04-13,M,MCW,3,2015-09-17,157,TW,12,12,12,10,10,10,
00078A1716,2015-07-03,M,UTHSC,2,2015-09-02,61,TW,11,11,11,11,12,12,
00077E62EE,2015-04-12,F,MCW,3,2015-09-08,149,TW,17,18,19,13,13,14,
00077E695D,2015-04-09,F,MCW,3,2015-09-08,152,TW,15,15,13,14,14,13,
00077EA52E,2015-04-07,F,MCW,3,2015-09-08,154,TW,15,15,16,10,10,11,
00077EA8E9,2015-04-11,F,MCW,3,2015-09-08,150,TW,15,16,15,16,16,17,
00077EABF7,2015-04-13,F,MCW,3,2015-09-08,148,TW,23,23,23,18,17,17,
00077EAC0B,2015-04-07,F,MCW,3,2015-09-08,154,TW,14,13,13,10,10,11,
00077EACC5,2015-04-06,F,MCW,3,2015-09-08,155,TW,10,10,12,12,12,12,
00077EAB79,2015-04-13,F,MCW,3,2015-10-12,182,TW,18,17,18,18,18,19,
00077EAB9E,2015-04-13,F,MCW,3,2015-10-12,182,TW,16,15,15,18,18,18,
00077EAB6A,2015-04-11,F,MCW,3,2015-10-12,184,TW,16,18,17,13,14,14,
00077EAB75,2015-04-09,F,MCW,3,2015-10-12,186,TW,15,16,17,20,21,22,
00077E6971,2015-04-09,F,MCW,3,2015-10-12,186,TW,12,13,13,12,13,11,
00078A0188,2015-08-08,M,UTHSC,3,2015-10-14,67,TW,11,11,11,12,13,13,
00078A0303,2015-08-08,M,UTHSC,3,2015-10-14,67,TW,10,10,11,13,14,14,
00078A012B,2015-08-08,M,UTHSC,3,2015-10-14,67,TW,10,10,10,14,13,14,
00078A028D,2015-08-08,M,UTHSC,3,2015-10-14,67,TW,10,10,10,11,12,12,
00078A00C1,2015-08-07,M,UTHSC,3,2015-10-14,68,TW,12,12,13,12,12,13,
00078A1A98,2015-08-07,M,UTHSC,3,2015-10-14,68,TW,9,10,9,9,9,8,
000789FF82,2015-08-08,F,UTHSC,3,2015-10-14,67,TW,10,12,11,10,10,10,
00078A1A61,2015-08-08,F,UTHSC,3,2015-10-14,67,TW,10,9,10,11,10,10,
00078A1928,2015-08-08,F,UTHSC,3,2015-10-14,67,TW,9,10,10,10,10,9,
00078A193C,2015-08-08,F,UTHSC,3,2015-10-14,67,TW,10,11,10,11,11,12,
00078A199C,2015-08-07,F,UTHSC,3,2015-10-14,68,TW,10,11,10,11,10,11,
00078A0323,2015-08-07,F,UTHSC,3,2015-10-14,68,TW,10,10,10,10,10,10,
00078A028B,2015-08-21,M,UTHSC,3,2015-10-21,61,TW,14,13,14,17,17,16,
00078A0153,2015-08-21,M,UTHSC,3,2015-10-21,61,TW,13,12,12,14,14,14,
00078A1708,2015-08-22,M,UTHSC,3,2015-10-21,60,TW,11,10,11,12,11,13,
00078A02EF,2015-08-22,M,UTHSC,3,2015-10-21,60,TW,13,14,14,12,11,13,
00078A1A55,2015-08-23,F,UTHSC,3,2015-10-21,59,TW,15,15,16,13,14,15,
00078A1A38,2015-08-23,F,UTHSC,3,2015-10-21,59,TW,12,11,10,12,13,13,
00078A0075,2015-08-22,F,UTHSC,3,2015-10-21,60,TW,9,10,10,13,12,12,
00078A1898,2015-08-22,F,UTHSC,3,2015-10-21,60,TW,10,10,10,14,14,14,
00078A0251,2015-08-23,M,UTHSC,3,2015-10-21,59,TW,12,12,11,14,14,14,
00078A01E1,2015-08-22,M,UTHSC,3,2015-10-21,60,TW,13,14,14,10,10,10,
00078A1709,2015-08-22,M,UTHSC,3,2015-10-21,60,TW,10,10,12,13,14,13,
00078A1827,2015-08-23,M,UTHSC,3,2015-10-21,59,TW,14,13,13,12,13,12,
00078A0131,2015-08-23,M,UTHSC,3,2015-10-26,64,TW,15,15,15,15,14,14,
00078A0113,2015-08-23,M,UTHSC,3,2015-10-26,64,TW,21,20,20,18,17,18,
00078A0000,2015-08-23,F,UTHSC,3,2015-10-26,64,TW,17,16,15,18,18,18,
00078A02F5,2015-08-23,F,UTHSC,3,2015-10-26,64,TW,15,14,13,16,15,14,
00078A09C4,2015-08-21,F,UTHSC,3,2015-10-26,66,TW,12,12,12,17,16,16,
00078A0331,2015-08-21,F,UTHSC,3,2015-10-26,66,TW,13,12,12,16,17,17,
00078A004B,2015-08-22,F,UTHSC,3,2015-10-26,65,TW,15,15,15,14,13,15,
00078A1A33,2015-08-22,F,UTHSC,3,2015-10-26,65,TW,14,15,15,12,12,12,
00077E7A63,2015-06-22,M,MCW,4,2015-10-26,126,TW,20,22,20,19,19,19,
00077E799F,2015-06-13,M,MCW,4,2015-10-26,135,TW,18,18,18,21,22,22,
00077E9742,2015-06-21,M,MCW,4,2015-10-26,127,TW,25,23,23,21,21,20,
00077E663C,2015-04-13,M,MCW,4,2015-10-26,196,TW,17,18,16,18,18,19,
00077EA291,2015-06-16,M,MCW,4,2015-10-26,132,TW,22,23,22,20,19,18,
00077E9BD0,2015-06-20,M,MCW,4,2015-10-26,128,TW,10,10,9,13,14,14,
00077E7B52,2015-06-20,M,MCW,4,2015-10-29,131,TW,16,15,15,12,11,13,
00077E9C08,2015-06-13,F,MCW,4,2015-10-29,138,TW,12,12,11,12,12,12,
00077E9B6F,2015-06-13,M,MCW,4,2015-10-29,138,TW,13,13,12,10,11,11,
00077EA925,2015-06-16,M,MCW,4,2015-10-29,135,TW,17,16,16,13,13,14,
00077E975F,2015-06-22,M,MCW,4,2015-10-29,129,TW,12,11,10,13,12,12,
00077E7B56,2015-06-20,M,MCW,4,2015-10-29,131,TW,13,13,13,13,13,14,
00077E997F,2015-06-14,M,MCW,4,2015-11-03,142,TW,18,18,19,13,14,14,
00077E9C67,2015-06-15,M,MCW,4,2015-11-03,141,TW,15,15,15,10,10,10,
00077E7CF5,2015-06-22,M,MCW,4,2015-11-03,134,TW,14,15,13,13,13,13,
00077E9851,2015-06-14,M,MCW,4,2015-11-03,142,TW,12,13,13,13,14,14,
00077E99C6,2015-06-15,M,MCW,4,2015-11-03,141,TW,20,21,21,20,20,21,
00077E9BB6,2015-06-20,M,MCW,4,2015-11-03,136,TW,15,15,14,15,14,14,
00078A17CC,2015-09-07,M,UTHSC,4,2015-11-10,64,TW,15,15,14,12,11,11,
00078A0203,2015-09-07,M,UTHSC,4,2015-11-10,64,TW,13,13,12,13,14,13,
00078A1A84,2015-09-05,M,UTHSC,4,2015-11-10,66,TW,10,11,11,13,12,13,
00078A19B0,2015-09-05,M,UTHSC,4,2015-11-10,66,TW,12,13,12,13,14,13,
00078A18C4,2015-09-06,M,UTHSC,4,2015-11-10,65,TW,10,10,10,10,10,10,
00078A18A2,2015-09-06,M,UTHSC,4,2015-11-10,65,TW,14,14,15,14,13,14,
00078A1737,2015-09-05,F,UTHSC,4,2015-11-10,66,TW,10,10,9,10,10,10,
00078A187D,2015-09-06,F,UTHSC,4,2015-11-10,65,TW,8,8,8,10,10,9,
00078A01ED,2015-09-06,F,UTHSC,4,2015-11-10,65,TW,9,10,10,10,10,10,
00078A17BE,2015-09-05,F,UTHSC,4,2015-11-10,66,TW,10,10,10,10,10,10,
00078A16F3,2015-09-07,F,UTHSC,4,2015-11-10,64,TW,10,10,10,9,9,10,
00078A0193,2015-09-05,F,UTHSC,4,2015-11-10,66,TW,12,11,13,12,13,13,
00078A17BC,2015-09-05,F,UTHSC,4,2015-11-10,66,TW,13,12,12,10,11,11,
00078A033E,2015-09-07,F,UTHSC,4,2015-11-10,64,TW,9,10,9,9,9,10,
00077E9A39,2015-06-15,F,MCW,4,2015-11-10,148,TW,15,15,16,18,19,19,
00077E9625,2015-06-20,F,MCW,4,2015-11-10,143,TW,12,12,13,12,13,14,
00077E9C08,2015-06-13,F,MCW,4,2015-11-10,150,TW,11,12,13,11,12,10,
00077E995F,2015-06-15,M,MCW,4,2015-11-10,148,TW,21,23,21,25,24,24,
00077EA0D8,2015-06-16,M,MCW,4,2015-11-10,147,TW,15,15,14,14,13,13,
00077E97DE,2015-06-22,M,MCW,4,2015-11-10,141,TW,27,26,26,26,27,27,
00077E9B60,2015-06-15,M,MCW,4,2015-11-10,148,TW,15,15,15,14,13,13,
00077E9924,2015-06-13,F,MCW,4,2015-11-16,156,TW,16,16,16,17,18,18,
00077E9C15,2015-06-22,F,MCW,4,2015-11-16,147,TW,17,16,16,15,16,15,
00077E7C23,2015-06-22,F,MCW,4,2015-11-16,147,TW,10,12,11,12,13,14,
00077E7ADC,2015-06-20,F,MCW,4,2015-11-16,149,TW,16,17,16,16,16,17,
00077E9BED,2015-06-22,F,MCW,4,2015-11-16,147,TW,14,15,16,16,15,16,
00077E9C59,2015-06-13,F,MCW,4,2015-11-16,156,TW,15,17,15,16,16,16,
00077E9CD8,2015-06-16,F,MCW,4,2015-11-16,153,TW,15,15,15,14,14,14,
00077E9A27,2015-06-14,F,MCW,4,2015-11-16,155,TW,17,17,18,19,20,20,
00077E94F7,2015-06-13,F,MCW,4,2015-11-16,156,TW,16,16,16,21,20,20,
00077E7BBB,2015-06-20,F,MCW,4,2015-11-16,149,TW,17,18,18,17,16,16,
00077E95C3,2015-06-21,F,MCW,4,2015-11-16,148,TW,17,17,16,16,17,15,
00077E98DD,2015-06-22,F,MCW,4,2015-11-16,147,TW,23,25,24,22,23,21,
00077E9BAA,2015-06-14,F,MCW,4,2015-11-16,155,TW,17,18,18,16,17,16,
00077EA54F,2015-04-07,F,MCW,4,2015-11-16,223,TW,21,22,20,23,24,23,Pregnant
00077E9C0A,2015-06-15,F,MCW,4,2015-11-16,154,TW,16,18,17,16,15,14,Pregnant
00077E7ABE,2015-06-20,F,MCW,4,2015-11-16,149,TW,17,16,15,18,17,16,
00077E9A1D,2015-06-15,F,MCW,4,2015-11-16,154,TW,17,17,17,19,21,20,
00077E991C,2015-06-21,F,MCW,4,2015-11-16,148,TW,19,18,19,20,20,19,
00077E9B0B,2015-06-22,F,MCW,4,2015-11-16,147,TW,20,20,18,20,19,21,
00078A0240,2015-09-17,M,UTHSC,4,2015-11-24,68,TW,18,18,18,22,22,20,
00078A1916,2015-09-17,M,UTHSC,4,2015-11-24,68,TW,15,14,13,12,11,11,
00078A1AA0,2015-09-17,M,UTHSC,4,2015-11-24,68,TW,18,19,19,18,17,17,
00078A1A1C,2015-09-17,F,UTHSC,4,2015-11-24,68,TW,14,14,13,12,11,12,
000789FFCB,2015-09-17,F,UTHSC,4,2015-11-24,68,TW,15,14,15,12,13,12,
00078A17E0,2015-09-17,F,UTHSC,4,2015-11-24,68,TW,10,10,10,12,11,11,
00078A195E,2015-09-17,F,UTHSC,4,2015-11-24,68,TW,12,13,13,15,16,16,
00078A009D,2015-09-19,M,UTHSC,4,2015-11-24,66,TW,16,16,16,18,18,18,
00078A00E7,2015-09-19,M,UTHSC,4,2015-11-24,66,TW,10,13,12,11,11,10,
00078A0223,2015-09-17,M,UTHSC,4,2015-11-24,68,TW,13,13,12,10,10,11,
000789FFD2,2015-09-17,M,UTHSC,4,2015-11-24,68,TW,13,13,15,10,10,10,
00078A0160,2015-09-17,F,UTHSC,4,2015-11-24,68,TW,18,18,17,14,14,14,
000789FFF7,2015-09-17,F,UTHSC,4,2015-11-24,68,TW,11,11,12,12,12,11,
000789FFDC,2015-09-17,M,UTHSC,4,2015-11-24,68,TW,12,12,13,11,11,10,
00078A1A4C,2015-09-17,M,UTHSC,4,2015-11-24,68,TW,13,12,12,14,14,12,
00078A18C1,2015-09-19,F,UTHSC,4,2015-11-24,66,TW,11,10,10,10,9,10,
000789FFA3,2015-09-19,F,UTHSC,4,2015-11-24,66,TW,10,10,10,10,10,10,
00078A18F0,2015-09-17,F,UTHSC,4,2015-11-24,68,TW,10,10,10,12,10,10,
00078A021D,2015-09-29,M,UTHSC,4,2015-11-30,62,TW,10,10,10,10,10,10,
00078A2651,2015-09-29,M,UTHSC,4,2015-11-30,62,TW,12,11,11,12,12,11,
00078A0163,2015-09-29,M,UTHSC,4,2015-11-30,62,TW,11,12,12,10,9,10,
00078A0873,2015-09-29,F,UTHSC,4,2015-11-30,62,TW,10,9,9,11,10,10,
00078A22A0,2015-09-29,F,UTHSC,4,2015-11-30,62,TW,11,11,11,10,10,10,
00078A237F,2015-09-29,F,UTHSC,4,2015-11-30,62,TW,16,14,14,15,15,14,
00078A16CB,2015-09-29,F,UTHSC,4,2015-11-30,62,TW,12,12,11,10,10,10,
00078A23A3,2015-09-28,M,UTHSC,3,2015-11-30,63,TW,13,14,14,12,13,13,
00078A242C,2015-09-28,M,UTHSC,3,2015-11-30,63,TW,15,16,15,15,16,17,
00078A0228,2015-09-29,M,UTHSC,4,2015-11-30,62,TW,10,10,9,10,11,11,
00078A24A8,2015-09-29,M,UTHSC,4,2015-11-30,62,TW,9,9,9,11,9,9,
00078A22E6,2015-09-28,F,UTHSC,3,2015-11-30,63,TW,11,10,11,12,13,12,
00078A229D,2015-09-28,F,UTHSC,3,2015-11-30,63,TW,10,11,11,13,13,14,
00078A08CE,2015-09-29,F,UTHSC,4,2015-11-30,62,TW,14,13,12,13,12,12,
00078A22BD,2015-09-29,F,UTHSC,4,2015-11-30,62,TW,10,10,10,10,10,10,
00078A080B,2015-10-03,F,UTHSC,4,2015-12-03,61,TW,10,10,10,14,14,14,
00078A256A,2015-10-03,F,UTHSC,4,2015-12-03,61,TW,9,10,11,14,13,15,
00078A07D7,2015-10-03,F,UTHSC,4,2015-12-03,61,TW,9,9,9,10,10,10,
00078A239D,2015-10-03,M,UTHSC,4,2015-12-03,61,TW,10,10,10,11,11,11,
00078A0851,2015-10-03,M,UTHSC,4,2015-12-03,61,TW,10,10,10,10,10,9,
00078A245A,2015-10-03,M,UTHSC,4,2015-12-03,61,TW,15,14,15,13,12,11,
00078A25DA,2015-10-03,F,UTHSC,4,2015-12-03,61,TW,15,14,14,13,14,14,
00078A0A50,2015-10-03,F,UTHSC,4,2015-12-03,61,TW,12,13,13,11,12,12,
00078A0748,2015-10-03,M,UTHSC,4,2015-12-03,61,TW,16,15,16,15,15,15,
00078A258C,2015-10-03,M,UTHSC,4,2015-12-03,61,TW,14,14,14,13,12,12,
00078A2340,2015-10-03,M,UTHSC,4,2015-12-03,61,TW,10,11,10,10,11,11,
00078A23DC,2015-10-03,M,UTHSC,4,2015-12-03,61,TW,12,13,10,11,10,11,
00078A003F,2015-10-12,M,UTHSC,4,2015-12-11,60,TW,10,10,10,14,13,14,
00078A170C,2015-10-12,M,UTHSC,4,2015-12-11,60,TW,13,14,15,13,14,13,
00078A1819,2015-10-13,F,UTHSC,4,2015-12-11,59,TW,10,10,12,10,11,13,
00078A019A,2015-10-13,F,UTHSC,4,2015-12-11,59,TW,10,10,11,9,9,10,
00078A0164,2015-10-12,F,UTHSC,4,2015-12-11,60,TW,11,11,10,11,12,12,
00078A1939,2015-10-12,F,UTHSC,4,2015-12-11,60,TW,13,12,13,15,13,13,
000789FF70,2015-10-15,M,UTHSC,4,2015-12-14,60,TW,10,10,10,11,11,12,
00078A183F,2015-10-15,M,UTHSC,4,2015-12-14,60,TW,14,15,12,17,17,16,
000789FFFA,2015-10-15,M,UTHSC,4,2015-12-14,60,TW,11,11,12,13,12,12,
00078A1831,2015-10-15,M,UTHSC,4,2015-12-14,60,TW,9,10,10,13,12,12,
